>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#1;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
522;Wodzis³awska;R-k Popielów ¯abik;;;;Skrzy¿.;228;0;0;;;;;;;ABus;;;18,30,39.9;50,03,38.2;Brak;50;;Pop ¯abik;Popielów ¯abik;Pop ¯abik;;Popielów ¯abik;Popielów ¯abik;Wodzis³awska;Rybnik;;RYBNIK;POPIELÓW;;468;.GRZEGORZ;27-04-2021;08:03:46;;;;;;;
>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#19;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
523;Gliwicka;R-k Pó³noc Gliwicka Szpital;;;;Pl. Woln;126;1;0;;;;;;;ABus;;;18,32,48.1;50,06,11.9;Brak;50;;P G Szpital;Pó³noc Gliwicka Szpital;P G Szpital;;Pó³noc Gliwicka Szpital;Pó³noc Gliwicka Szpital;Gliwicka;Rybnik;;RYBNIK;PÓ£NOC;;253;.GRZEGORZ;27-04-2021;08:04:05;;;;;;;
524;Gliwicka;R-k Pó³noc Gliwicka Szpital;;;;Ruda;126;0;0;;;;;;;ABus;;;18,32,48.0;50,06,12.0;Brak;50;;P G Szpital;Pó³noc Gliwicka Szpital;P G Szpital;;Pó³noc Gliwicka Szpital;Pó³noc Gliwicka Szpital;Gliwicka;Rybnik;;RYBNIK;PÓ£NOC;;252;.GRZEGORZ;26-04-2018;07:53:53;;;;;;;
525;Janiego;R-k Pó³noc Janiego;;;;Wawok;262;1;0;;;;;;;ABus;;;18,32,09.4;50,06,45.6;Brak;50;;P Janiego;Pó³noc Janiego;P Janiego;;Pó³noc Janiego;Pó³noc Janiego;Janiego;Rybnik;;RYBNIK;PÓ£NOC;;541;.GRZEGORZ;11-05-2017;09:23:58;;;;;;;
526;Janiego;R-k Pó³noc Janiego;;;;Ruda;262;0;0;;;;;;;ABus;;;18,32,13.8;50,06,43.5;Brak;50;;P Janiego;Pó³noc Janiego;P Janiego;;Pó³noc Janiego;Pó³noc Janiego;Janiego;Rybnik;;RYBNIK;PÓ£NOC;;540;.GRZEGORZ;11-05-2017;09:23:58;;;;;;;
527;StrzelcówBytomskich;R-k Pó³noc Karolinka;;;;Huta;148;0;0;;;;;;;ABus;;;18,33,31.9;50,05,57.1;Brak;50;;P Karolinka;Pó³noc Karolinka;P Karolinka;;Pó³noc Karolinka;Pó³noc Karolinka;StrzelcówBytomskich;Rybnik;;RYBNIK;PÓ£NOC;;297;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
528;Sybiraków;R-k Pó³noc Karolinka;;;;Huta tym;148;1;0;;;;;;;ABus;;;18,33,37.2;50,05,50.9;Brak;50;;P Karolinka;Pó³noc Karolinka;P Karolinka;;Pó³noc Karolinka;Pó³noc Karolinka;Sybiraków;Rybnik;;RYBNIK;PÓ£NOC;;767;.GRZEGORZ;11-05-2017;09:24:30;;;;;;;
529;PowstañcówŒl¹skich;R-k Pó³noc Karolinka;;;;Bazylika;148;2;0;;;;;;;ABus;;;18,33,25.7;50,05,46.8;Poprawna;50;;P Karolinka;Pó³noc Karolinka;P Karolinka;;Pó³noc Karolinka;Pó³noc Karolinka;PowstañcówŒl¹skich;Rybnik;;RYBNIK;PÓ£NOC;;768;.GRZEGORZ;12-07-2017;08:17:00;;;;;;;
530;Gliwicka;R-k Pó³noc K¹pielisko Ruda;;;;Szpital;127;1;0;;;;;;;ABus;;;18,32,46.5;50,06,43.0;Brak;50;;P K¹p Ruda;Rybnik Pó³noc K¹pielisko Ruda;P K¹p Ruda;;Pó³noc K¹pielisko Ruda;Pó³noc K¹pielisko Ruda;Gliwicka;Rybnik;;RYBNIK;PÓ£NOC;;255;.GRZEGORZ;27-04-2021;08:04:34;;;;;;;
531;Gliwicka;R-k Pó³noc K¹pielisko Ruda;;;;Skrzy¿.;127;0;0;;;;;;;ABus;;;18,32,46.2;50,06,39.8;Brak;50;;P K¹p Ruda;Rybnik Pó³noc K¹pielisko Ruda;P K¹p Ruda;;Pó³noc K¹pielisko Ruda;Pó³noc K¹pielisko Ruda;Gliwicka;Rybnik;;RYBNIK;PÓ£NOC;;254;.GRZEGORZ;27-04-2021;08:04:53;;;;;;;
532;Kotucza;R-k Pó³noc Rondo Gliwickie;;;;Pl. Wol;47;0;0;;;;;;;ABus;;;18,32,39.8;50,06,07.4;Brak;50;;P Rondo Gli;Pó³noc Rondo Gliwickie;P Rondo Gli;;Pó³noc Rondo Gliwickie;Pó³noc Rondo Gliwickie;Kotucza;Rybnik;;RYBNIK;PÓ£NOC;;87;.GRZEGORZ;27-04-2021;08:05:11;;;;;;;
533;Kotucza;R-k Pó³noc Rondo Gliwickie;;;;Dw. aut;47;1;0;;;;;;;ABus;;;18,32,41.5;50,06,07.7;Brak;50;;P Rondo Gli;Pó³noc Rondo Gliwickie;P Rondo Gli;;Pó³noc Rondo Gliwickie;Pó³noc Rondo Gliwickie;Kotucza;Rybnik;;RYBNIK;PÓ£NOC;;88;.GRZEGORZ;27-04-2021;08:05:27;;;;;;;
534;Rudzka;R-k Pó³noc Rudzka Cmentarz;;;;Rondo;106;0;0;;;;;;;ABus;;;18,32,13.9;50,06,14.0;Brak;50;;P Rudzka Cm;Pó³noc Rudzka Cmentarz;P Rudzka Cm;;Pó³noc Rudzka Cmentarz;Pó³noc Rudzka Cmentarz;Rudzka;Rybnik;;RYBNIK;PÓ£NOC;;211;.GRZEGORZ;24-11-2017;11:56:31;;;;;;;
535;Rudzka;R-k Pó³noc Rudzka Cmentarz;;;;Wawok;106;1;0;;;;;;;ABus;;;18,32,13.9;50,06,14.0;Brak;50;;P Rudzka Cm;Pó³noc Rudzka Cmentarz;P Rudzka Cm;;Pó³noc Rudzka Cmentarz;Pó³noc Rudzka Cmentarz;Rudzka;Rybnik;;RYBNIK;PÓ£NOC;;212;.GRZEGORZ;27-11-2017;06:39:06;;;;;;;
536;Strzelecka;R-k Pó³noc Strzelecka;;;;Wyzwolenia;418;0;0;;;;;;;ABus;;;18,33,30.1;50,06,09.8;Brak;0;;P Strzelacka;R-k Pó³noc Strzelecka;P Strzelacka;;;;Strzelecka;Rybnik;;RYBNIK;PÓ£NOC;;856;.GRZEGORZ;27-04-2021;08:05:59;;;;;;;
537;Strzelecka;R-k Pó³noc Strzelecka;;;;¯u¿lowa;418;1;0;;;;;;;ABus;;;18,33,30.1;50,06,09.8;Brak;0;;P Strzelacka;R-k Pó³noc Strzelecka;P Strzelacka;;;;Strzelecka;Rybnik;;RYBNIK;PÓ£NOC;;860;.GRZEGORZ;30-05-2019;09:47:08;;;;;;;
538;Rudzka;R-k Pó³noc Wawok;;;;Cmentarz;105;0;0;;;;;;;ABus;;;18,32,06.0;50,06,36.0;Brak;50;;P Wawok;Pó³noc Wawok;P Wawok;;Pó³noc Wawok;Pó³noc Wawok;Rudzka;Rybnik;;RYBNIK;PÓ£NOC;;209;.GRZEGORZ;24-11-2017;11:56:31;;;;;;;
539;Rudzka;R-k Pó³noc Wawok;;;;KuŸnia;105;1;0;;;;;;;ABus;;;18,32,06.0;50,06,36.0;Brak;50;;P Wawok;Pó³noc Wawok;P Wawok;;Pó³noc Wawok;Pó³noc Wawok;Rudzka;Rybnik;;RYBNIK;PÓ£NOC;;210;.GRZEGORZ;27-11-2017;06:39:06;;;;;;;
540;Wyzwolenia;R-k Pó³noc Wyzwolenia;;;;Pl. Woln;258;0;0;;;;;;;ABus;;;18,33,12.7;50,06,03.4;Brak;50;;P Wyzwolenia;Pó³noc Wyzwolenia;P Wyzwolenia;;Pó³noc Wyzwolenia;Pó³noc Wyzwolenia;Wyzwolenia;Rybnik;;RYBNIK;PÓ£NOC;;531;.GRZEGORZ;27-04-2021;08:06:19;;;;;;;
541;Wyzwolenia;R-k Pó³noc Wyzwolenia;;;;Huta;258;1;0;;;;;;;ABus;;;18,33,12.7;50,06,03.4;Brak;50;;P Wyzwolenia;Pó³noc Wyzwolenia;P Wyzwolenia;;Pó³noc Wyzwolenia;Pó³noc Wyzwolenia;Wyzwolenia;Rybnik;;RYBNIK;PÓ£NOC;;532;.GRZEGORZ;27-04-2021;08:06:34;;;;;;;
542;¯u¿lowa;R-k Pó³noc ¯u¿lowa;;;;Ruda;414;0;0;;;;;;;ABus;;;18,33,12.4;50,06,23.4;Brak;0;;R-k ¯u¿lowa;R-k ¯u¿lowa;R-k ¯u¿lowa;;R-k ¯u¿lowa;R-k ¯u¿lowa;¯u¿lowa;Rybnik;;RYBNIK;PÓ£NOC;;842;.GRZEGORZ;30-05-2019;09:43:46;;;;;;;
543;¯u¿lowa;R-k Pó³noc ¯u¿lowa;;;;Strzelecka;414;1;0;;;;;;;ABus;;;18,33,12.4;50,06,23.4;Brak;0;;R-k ¯u¿lowa;R-k ¯u¿lowa;R-k ¯u¿lowa;;R-k ¯u¿lowa;R-k ¯u¿lowa;¯u¿lowa;Rybnik;;RYBNIK;PÓ£NOC;;855;.GRZEGORZ;30-05-2019;09:44:06;;;;;;;
544;Okulickiego;R-k Radziejów;;;;Okulicki..;100;0;0;;;;;;;ABus;;;18,31,14.2;50,03,20.9;Brak;50;;Radziejów;Radziejów;Radziejów;;Radziejów;Radziejów;Okulickiego;Rybnik;;RYBNIK;RADZIEJÓW;;199;.GRZEGORZ;27-04-2021;08:07:01;;;;;;;
545;Okulickiego;R-k Radziejów;;;;Koœció³;100;1;0;;;;;;;ABus;;;18,31,14.2;50,03,20.9;Brak;50;;Radziejów;Radziejów;Radziejów;;Radziejów;Radziejów;Okulickiego;Rybnik;;RYBNIK;RADZIEJÓW;;200;.GRZEGORZ;27-04-2021;08:07:14;;;;;;;
546;Okulickiego;R-k Radziejów Okulickiego;;;;Œwiercze;101;0;0;;;;;;;ABus;;;18,31,35.0;50,03,32.0;Brak;50;;Radz Okulickieg;Radziejów Okulickiego;Radz Okulickieg;;Radziejów Okulickiego;Radziejów Okulickiego;Okulickiego;Rybnik;;RYBNIK;RADZIEJÓW;;201;.GRZEGORZ;11-05-2017;09:26:13;;;;;;;
547;Okulickiego;R-k Radziejów Okulickiego;;;;Radziejów;101;1;0;;;;;;;ABus;;;18,31,35.0;50,03,32.0;Brak;50;;Radz Okulickieg;Radziejów Okulickiego;Radz Okulickieg;;Radziejów Okulickiego;Radziejów Okulickiego;Okulickiego;Rybnik;;RYBNIK;RADZIEJÓW;;202;.GRZEGORZ;24-11-2017;08:59:01;;;;;;;
548;Okulickiego;R-k Radziejów Œwiercze;;;;Las;102;0;0;;;;;;;ABus;;;18,31,50.2;50,03,52.9;Brak;50;;Radz Œwiercze;Radziejów Œwiercze;Radz Œwiercze;;Radziejów Œwiercze;Radziejów Œwiercze;Okulickiego;Rybnik;;RYBNIK;RADZIEJÓW;;203;.GRZEGORZ;27-04-2021;08:07:36;;;;;;;
549;Okulickiego;R-k Radziejów Œwiercze;;;;Okulicki..;102;1;0;;;;;;;ABus;;;18,31,50.2;50,03,52.9;Brak;50;;Radz Œwiercze;Radziejów Œwiercze;Radz Œwiercze;;Radziejów Œwiercze;Radziejów Œwiercze;Okulickiego;Rybnik;;RYBNIK;RADZIEJÓW;;204;.GRZEGORZ;27-04-2021;08:07:53;;;;;;;
550;Strefowa;R-k Rybnicka KuŸnia Boisko;;;;WORD;334;0;0;;;;;;;ABus;;;18,32,11.6;50,07,56.3;Brak;50;;RK Boisko;Rybnicka KuŸnia Boisko;RK Boisko;;Rybnicka KuŸnia Boisko;Rybnicka KuŸnia Boisko;Strefowa;Rybnik;;RYBNIK;RYBNICKA KUNIA;;674;.GRZEGORZ;16-05-2018;13:11:33;;;;;;;
551;Strefowa;R-k Rybnicka KuŸnia Boisko;;;;Ch³odnie;334;1;0;;;;;;;ABus;;;18,32,11.6;50,07,56.3;Brak;50;;RK Boisko;Rybnicka KuŸnia Boisko;RK Boisko;;Rybnicka KuŸnia Boisko;Rybnicka KuŸnia Boisko;Strefowa;Rybnik;;RYBNIK;RYBNICKA KUNIA;;769;.GRZEGORZ;11-05-2017;09:26:45;;;;;;;
>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#20;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
552;Strefowa;R-k Rybnicka KuŸnia Ch³odnie I;;;;Boisko;134;3;0;;;;;;;ABus;;;18,31,34.6;50,07,58.2;Brak;50;;RK Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;RK Ch³odnie I;;Rybnicka KuŸnia Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;Strefowa;Rybnik;;RYBNIK;RYBNICKA KUNIA;;476;.GRZEGORZ;16-05-2018;13:11:33;;;;;;;
553;Strefowa;R-k Rybnicka KuŸnia Ch³odnie I;;;;Elektro..;134;2;0;;;;;;;ABus;;;18,31,36.0;50,07,57.4;Brak;50;;RK Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;RK Ch³odnie I;;Rybnicka KuŸnia Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;Strefowa;Rybnik;;RYBNIK;RYBNICKA KUNIA;;276;.GRZEGORZ;27-04-2021;08:08:31;;;;;;;
554;Podmiejska;R-k Rybnicka KuŸnia Ch³odnie I;;;;Elektr..;134;4;0;;;;;;;ABus;;;18,31,45.1;50,08,03.1;Brak;50;;RK Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;RK Ch³odnie I;;Rybnicka KuŸnia Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;520;.GRZEGORZ;27-04-2021;08:08:48;;;;;;;
555;Strefowa;R-k Rybnicka KuŸnia Ch³odnie I;;;;Koniec;134;0;0;;;;;;;ABus;;;18,31,45.1;50,08,03.1;Brak;50;;RK Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;RK Ch³odnie I;;Rybnicka KuŸnia Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;Strefowa;Rybnik;;RYBNIK;RYBNICKA KUNIA;;267;.GRZEGORZ;27-04-2021;08:08:59;;;;;;;
556;Podmiejska;R-k Rybnicka KuŸnia Ch³odnie I;;;;Elektrowni;134;1;0;;;;;;;ABus;;;18,31,45.7;50,08,03.1;Brak;50;;RK Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;RK Ch³odnie I;;Rybnicka KuŸnia Ch³odnie I;Rybnicka KuŸnia Ch³odnie I;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;268;.GRZEGORZ;11-05-2017;09:26:32;;;;;;;
557;Podmiejska;R-k Rybnicka KuŸnia Ch³odnie II;;;;Koniec;350;0;0;;;;;;;ABus;;;18,31,43.9;50,08,03.5;Brak;50;;RK Ch³ II;R-k Rybnicka KuŸnia Ch³odnie II;RK Ch³ II;;Rybnicka KuŸnia Ch³odnie II;Rybnicka KuŸnia Ch³odnie II;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;708;.GRZEGORZ;27-04-2021;08:09:20;;;;;;;
558;Podmiejska;R-k Rybnicka KuŸnia Ch³odnie II;;;;Elektr...;350;1;0;;;;;;;ABus;;;18,31,43.9;50,08,03.5;Brak;50;;RK Ch³ II;R-k Rybnicka KuŸnia Ch³odnie II;RK Ch³ II;;Rybnicka KuŸnia Ch³odnie II;Rybnicka KuŸnia Ch³odnie II;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;719;.GRZEGORZ;27-04-2021;08:09:35;;;;;;;
559;Podmiejska;R-k Rybnicka KuŸnia Elektrownia;;;;Ch³odnie;133;0;0;;;;;;;ABus;;;18,31,17.0;50,07,50.9;Brak;50;;RK Elektrownia;Rybnicka KuŸnia Elektrownia;RK Elektrownia;;Rybnicka KuŸnia Elektrownia;Rybnicka KuŸnia Elektrownia;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;265;.GRZEGORZ;16-05-2018;13:11:33;;;;;;;
560;Podmiejska;R-k Rybnicka KuŸnia Elektrownia;;;;Osiedle;133;1;0;;;;;;;ABus;;;18,31,17.0;50,07,51.7;Brak;50;;RK Elektrownia;Rybnicka KuŸnia Elektrownia;RK Elektrownia;;Rybnicka KuŸnia Elektrownia;Rybnicka KuŸnia Elektrownia;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;266;.GRZEGORZ;11-05-2017;09:26:58;;;;;;;
561;ŒwMaksymiliana;R-k Rybnicka KuŸniaMaksymiliana;;;;Szko³a;131;1;0;;;;;;;ABus;;;18,31,27.3;50,07,28.2;Brak;50;;RK Maksymiliana;Rybnicka KuŸnia Maksymiliana;RK Maksymiliana;;Rybnicka KuŸnia Maksymiliana;Rybnicka KuŸnia Maksymiliana;ŒwMaksymiliana;Rybnik;;RYBNIK;RYBNICKA KUNIA;;262;.GRZEGORZ;27-04-2021;08:09:49;;;;;;;
562;ŒwMaksymiliana;R-k Rybnicka KuŸniaMaksymiliana;;;;Osiedle;131;0;0;;;;;;;ABus;;;18,31,33.1;50,07,26.4;Brak;50;;RK Maksymiliana;Rybnicka KuŸnia Maksymiliana;RK Maksymiliana;;Rybnicka KuŸnia Maksymiliana;Rybnicka KuŸnia Maksymiliana;ŒwMaksymiliana;Rybnik;;RYBNIK;RYBNICKA KUNIA;;261;.GRZEGORZ;27-04-2021;08:10:04;;;;;;;
563;Podmiejska;R-k Rybnicka KuŸnia Osiedle;;;;Elektr...;132;0;0;;;;;;;ABus;;;18,31,22.1;50,07,36.8;Brak;50;;RK Osiedle;Rybnicka KuŸnia Osiedle;RK Osiedle;;Rybnicka KuŸnia Osiedle;Rybnicka KuŸnia Osiedle;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;263;.GRZEGORZ;27-04-2021;08:10:19;;;;;;;
564;Podmiejska;R-k Rybnicka KuŸnia Osiedle;;;;Koniec;132;2;0;;;;;;;ABus;;;18,31,22.1;50,07,36.8;Brak;50;;RK Osiedle;Rybnicka KuŸnia Osiedle;RK Osiedle;;Rybnicka KuŸnia Osiedle;Rybnicka KuŸnia Osiedle;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;500;.GRZEGORZ;27-04-2021;08:10:29;;;;;;;
565;Podmiejska;R-k Rybnicka KuŸnia Osiedle;;;;Rondo;132;1;0;;;;;;;ABus;;;18,31,22.1;50,07,36.8;Brak;50;;RK Osiedle;Rybnicka KuŸnia Osiedle;RK Osiedle;;Rybnicka KuŸnia Osiedle;Rybnicka KuŸnia Osiedle;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;264;.GRZEGORZ;27-04-2021;08:10:43;;;;;;;
566;Lipowa;R-k Rybnicka KuŸnia Szko³a;;;;Maksym...;130;0;0;;;;;;;ABus;;;18,31,50.2;50,07,18.8;Brak;50;;RK Szko³a;Rybnicka KuŸnia Szko³a;RK Szko³a;;Rybnicka KuŸnia Szko³a;Rybnicka KuŸnia Szko³a;Lipowa;Rybnik;;RYBNIK;RYBNICKA KUNIA;;259;.GRZEGORZ;27-04-2021;08:10:58;;;;;;;
567;Lipowa;R-k Rybnicka KuŸnia Szko³a;;;;Lipowa;130;1;0;;;;;;;ABus;;;18,31,50.2;50,07,18.8;Brak;50;;RK Szko³a;Rybnicka KuŸnia Szko³a;RK Szko³a;;Rybnicka KuŸnia Szko³a;Rybnicka KuŸnia Szko³a;Lipowa;Rybnik;;RYBNIK;RYBNICKA KUNIA;;260;.GRZEGORZ;27-04-2021;08:11:15;;;;;;;
568;Ekonomiczna;R-k Rybnicka KuŸnia WORD;;;;Ch³odnie;137;0;0;;;;;;;ABus;;;18,32,31.2;50,08,00.7;Brak;50;;RK WORD;Rybnicka KuŸnia WORD;RK WORD;;Rybnicka KuŸnia WORD;Rybnicka KuŸnia WORD;Ekonomiczna;Rybnik;;RYBNIK;RYBNICKA KUNIA;;274;.GRZEGORZ;11-05-2017;09:27:22;;;;;;;
569;Ekonomiczna;R-k Rybnicka KuŸnia WORD;;;;Wiadukt;137;1;0;;;;;;;ABus;;;18,32,33.4;50,08,01.1;Brak;50;;RK WORD;Rybnicka KuŸnia WORD;RK WORD;;Rybnicka KuŸnia WORD;Rybnicka KuŸnia WORD;Ekonomiczna;Rybnik;;RYBNIK;RYBNICKA KUNIA;;275;.GRZEGORZ;16-05-2018;13:11:33;;;;;;;
570;Wodzis³awska;R-k Smolna Franciszkanie;;;;Osiedle;48;0;0;;;;;;;ABus;;;18,32,08.9;50,05,39.8;Brak;50;;S Franciszkanie;Smolna Franciszkanie;S Franciszkanie;;Smolna Franciszkanie;Smolna Franciszkanie;Wodzis³awska;Rybnik;;RYBNIK;SMOLNA;;89;.GRZEGORZ;27-04-2021;08:11:32;;;;;;;
571;Wodzis³awska;R-k Smolna Franciszkanie;;;;S¹d;48;1;0;;;;;;;ABus;;;18,32,07.6;50,05,36.7;Brak;50;;S Franciszkanie;Smolna Franciszkanie;S Franciszkanie;;Smolna Franciszkanie;Smolna Franciszkanie;Wodzis³awska;Rybnik;;RYBNIK;SMOLNA;;90;.GRZEGORZ;11-05-2017;09:27:34;;;;;;;
572;Kotucza;R-k Smolna Kotucza;;;;Dw. aut;43;0;0;;;;;;;ABus;;;18,31,42.2;50,05,40.9;Brak;50;;S Kotucza;Smolna Kotucza;S Kotucza;;Smolna Kotucza;Smolna Kotucza;Kotucza;Rybnik;;RYBNIK;SMOLNA;;80;.GRZEGORZ;27-04-2021;08:11:53;;;;;;;
573;Kotucza;R-k Smolna Kotucza;;;;Reymonta;43;1;0;;;;;;;ABus;;;18,31,44.2;50,05,42.8;Brak;50;;S Kotucza;Smolna Kotucza;S Kotucza;;Smolna Kotucza;Smolna Kotucza;Kotucza;Rybnik;;RYBNIK;SMOLNA;;81;.GRZEGORZ;27-11-2017;06:39:05;;;;;;;
574;ObwiedniaPo³udniowa;R-k Smolna Krzy¿owa;;;;Chabrowa;25;1;0;;;;;;;ABus;;;18,31,25.0;50,05,16.1;Brak;50;;Smolna Krzy¿;Smolna Krzy¿owa;Smolna Krzy¿;;Smolna Krzy¿owa;Smolna Krzy¿owa;ObwiedniaPo³udniowa;Rybnik;;RYBNIK;SMOLNA;;51;.GRZEGORZ;11-05-2017;09:27:55;;;;;;;
575;ObwiedniaPo³udniowa;R-k Smolna Krzy¿owa;;;;Janko...;25;0;0;;;;;;;ABus;;;18,31,30.0;50,05,14.7;Brak;50;;Smolna Krzy¿;Smolna Krzy¿owa;Smolna Krzy¿;;Smolna Krzy¿owa;Smolna Krzy¿owa;ObwiedniaPo³udniowa;Rybnik;;RYBNIK;SMOLNA;;50;.GRZEGORZ;27-04-2021;08:12:16;;;;;;;
576;Wodzis³awska;R-k Smolna Osiedle;;;;Zamys³ów;49;0;0;;;;;;;ABus;;;18,31,50.4;50,05,13.9;Brak;50;;Smolna Osiedle;Smolna Osiedle;Smolna Osiedle;;Smolna Osiedle;Smolna Osiedle;Wodzis³awska;Rybnik;;RYBNIK;SMOLNA;;91;.GRZEGORZ;24-11-2017;12:01:39;;;;;;;
577;Wodzis³awska;R-k Smolna Osiedle;;;;Franci...;49;1;0;;;;;;;ABus;;;18,31,48.0;50,05,11.0;Brak;50;;Smolna Osiedle;Smolna Osiedle;Smolna Osiedle;;Smolna Osiedle;Smolna Osiedle;Wodzis³awska;Rybnik;;RYBNIK;SMOLNA;;92;.GRZEGORZ;27-04-2021;08:16:03;;;;;;;
578;Reymonta;R-k Smolna Reymonta;;;;Dw. kol..;45;1;0;;;;;;;ABus;;;18,31,36.2;50,05,24.9;Brak;50;;S Reymonta;Smolna Reymonta;S Reymonta;;Smolna Reymonta;Smolna Reymonta;Reymonta;Rybnik;;RYBNIK;SMOLNA;;85;.GRZEGORZ;27-04-2021;08:16:22;;;;;;;
579;Reymonta;R-k Smolna Reymonta;;;;Kotucza;45;0;0;;;;;;;ABus;;;18,31,48.8;50,05,23.5;Brak;50;;S Reymonta;Smolna Reymonta;S Reymonta;;Smolna Reymonta;Smolna Reymonta;Reymonta;Rybnik;;RYBNIK;SMOLNA;;84;.GRZEGORZ;27-04-2021;08:16:39;;;;;;;
580;Reymonta;R-k Smolna RondoWodzis³awskie;;;;Dw. Kol..;344;0;0;;;;;;;ABus;;;18,32,05.3;50,05,21.5;Brak;50;;S R Wodzis³awsk;Smolna Rondo Wodzis³awskie;S R Wodzis³awsk;;Smolna Rondo Wodzis³awskie;Smolna Rondo Wodzis³awskie;Reymonta;Rybnik;;RYBNIK;SMOLNA;;693;.GRZEGORZ;28-06-2021;12:09:49;;;;;;;
>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#21;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

